game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
162,Sunday Oct 3,MIA,W,5,4,,67-95,4,21.5,Thompson,Neris,Floro,2:46,D,9149,0,++,†PHI,Pablo Lopez†(R),Bailey Falter†(L),W†-101,O†7.5
161,Saturday Oct 2,MIA,W,3,1,,66-95,4,21.5,Luzardo,Crouse,Floro,2:52,N,9655,0,+,†PHI,Jesus Luzardo†(L),Hans Crouse†(R),W†109,U†8
160,Friday Oct 1,MIA,L,0,5,,65-95,4,21.5,Suarez,Alcantara,,3:01,N,8469,0,--,†PHI,Sandy Alcantara†(R),Ranger Suarez†(L),L†102,U†6.5
159,Thursday Sep 30,MIA,L,3,12,,65-94,4,21.5,Hill,Guenther,,3:25,N,24312,0,-,†@ NYM,Edward Cabrera†(R),Rich Hill†(L),L†185,O†7.5
158,Wednesday Sep 29,MIA,W,3,2,,65-93,4,20.5,Okert,Lugo,Floro,2:39,N,22610,0,+,†@ NYM,Elieser Hernandez†(R),Taijuan Walker†(R),W†159,U†7.5
157,Tuesday Sep 28 (2),MIA,L-wo,1,2,9,64-93,5,20.5,Hand,Bass,,2:59,N,20647,0,-------,†@ NYM,Trevor Rogers†(L),Noah Syndergaard†(R),L†130,U†6
156,Tuesday Sep 28 (1),MIA,L,2,5,7,64-92,5,20.5,Stroman,Thompson,Diaz,2:22,D,,0,------,†@ NYM,Zach Thompson†(R),Marcus Stroman†(R),L†179,O†5.5
155,Sunday Sep 26,MIA,L,2,3,,64-91,4,19,Baz,Luzardo,Anderson,2:54,D,20826,0,-----,†@ TB,Jesus Luzardo†(L),Shane Baz†(R),L†237,U†8
154,Saturday Sep 25,MIA,L,3,7,,64-90,4,18,McClanahan,Alcantara,,2:59,N,23783,0,----,†@ TB,Sandy Alcantara†(R),Shane McClanahan†(L),L†167,O†7
153,Friday Sep 24,MIA,L,0,8,,64-89,4,17,Yarbrough,Cabrera,,2:59,N,15340,0,---,†@ TB,Edward Cabrera†(R),David Robertson†(R),L†218,U†8.5
152,Wednesday Sep 22,MIA,L,5,7,,64-88,4,16.5,Gray,Hernandez,Rainey,3:17,N,5908,0,--,†WAS,Elieser Hernandez†(R),Josiah Gray†(R),L†-131,O†8
151,Tuesday Sep 21,MIA,L,1,7,,64-87,4,15.5,Rogers,Rogers,,3:02,N,5926,0,-,†WAS,Trevor Rogers†(L),Josh Rogers†(L),L†-139,O†7.5
150,Monday Sep 20,MIA,W-wo,8,7,10,64-86,4,14.5,Floro,Clay,,3:55,N,5383,0,++,†WAS,Jesus Luzardo†(L),Erick Fedde†(R),W†102,O†8
149,Sunday Sep 19,MIA,W-wo,6,5,10,63-86,4,14.5,Okert,Kuhl,,3:36,D,9870,0,+,†PIT,Sandy Alcantara†(R),Max Kranick†(R),W†-212,O†7
148,Saturday Sep 18,MIA,L,3,6,,62-86,4,14.5,Wilson,Cabrera,,3:30,N,12300,0,--,†PIT,Edward Cabrera†(R),Bryse Wilson†(R),L†-127,O†8
147,Friday Sep 17,MIA,L,1,2,,62-85,4,14.5,Crowe,Hernandez,Stratton,3:04,N,7884,0,-,†PIT,Elieser Hernandez†(R),Wil Crowe†(R),L†-149,U†7.5
146,Wednesday Sep 15,MIA,W,8,6,,62-84,4,14.5,Campbell,Finnegan,Floro,3:53,D,16309,0,+,†@ WAS,Trevor Rogers†(L),Josh Rogers†(L),W†-117,O†8.5
145,Tuesday Sep 14,MIA,L,2,8,,61-84,4,15.5,Fedde,Luzardo,,3:21,N,17030,0,-,†@ WAS,Jesus Luzardo†(L),Erick Fedde†(R),L†136,O†8.5
144,Monday Sep 13,MIA,W,3,0,,61-83,4,15.5,Alcantara,Espino,Floro,2:36,N,19759,0,+,†@ WAS,Sandy Alcantara†(R),Paolo Espino†(R),W†-109,U†7.5
143,Sunday Sep 12,MIA,L,3,5,,60-83,4,16,Webb,Bass,Smith,3:17,D,27847,0,-,†@ ATL,Edward Cabrera†(R),Max Fried†(L),L†246,U†8.5
142,Saturday Sep 11,MIA,W,6,4,,60-82,4,15,Bass,Rodriguez,Floro,3:23,N,35250,0,+,†@ ATL,Elieser Hernandez†(R),Charlie Morton†(R),W†226,O†8
141,Friday Sep 10,MIA,L,2,6,,59-82,4,16,Anderson,Rogers,,3:24,N,33850,0,-,†@ ATL,Trevor Rogers†(L),Ian Anderson†(R),L†165,P†8
140,Thursday Sep 9,MIA,W,3,2,,59-81,4,15,Bleier,Familia,Floro,2:59,N,8075,0,++,†NYM,Jesus Luzardo†(L),Marcus Stroman†(R),W†156,U†7.5
139,Wednesday Sep 8,MIA,W-wo,2,1,10,58-81,4,15,Bender,Diaz,,3:06,N,6378,0,+,†NYM,Sandy Alcantara†(R),Rich Hill†(L),W†-102,U†7
