game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
162,Sunday Sep 29,COL,W-wo,4,3,13,71-91,4,35,Shaw,Faria,,4:02,D,36771,0,+++, MIL,Jeff Hoffman (R),Adrian Houser (R),W 176,U 12.5
161,Saturday Sep 28,COL,W-wo,3,2,10,70-91,4,35,Diaz,Albers,,3:00,N,47381,0,++, MIL,Chi Chi Gonzalez (R),Gio Gonzalez (L),W 158,U 13
160,Friday Sep 27,COL,W,11,7,,69-91,5,35,Senzatela,Black,,3:33,N,44087,0,+, MIL,Antonio Senzatela (R),Zach Davies (R),W 139,O 12.5
159,Thursday Sep 26,COL,L,3,8,,68-91,5,35,Coonrod,Tinoco,,3:21,D,30350,0,--, @ SF,Kyle Freeland (L),Tyler Beede (R),L 112,O 8.5
158,Wednesday Sep 25,COL,L-wo,1,2,,68-90,5,34,Smith,Johnson,,3:13,N,29175,0,-, @ SF,Tim Melville (R),Jeff Samardzija (R),L 148,U 8.5
157,Tuesday Sep 24,COL,W,8,5,16,68-89,5,33,Howard,Rodriguez,Shaw,5:31,N,27870,0,+, @ SF,Jeff Hoffman (R),Madison Bumgarner (L),W 170,O 8.5
156,Sunday Sep 22,COL,L,4,7,,67-89,5,33,Ryu,Senzatela,,3:13,D,47948,0,-, @ LAD,Antonio Senzatela (R),Hyun Jin Ryu (L),L 305,O 9
155,Saturday Sep 21,COL,W,4,2,,67-88,5,32,Gonzalez,Buehler,Diaz,3:01,N,50705,0,+, @ LAD,Kyle Freeland (L),Walker Buehler (R),W 355,U 8.5
154,Friday Sep 20,COL,L,5,12,,66-88,5,33,Kershaw,Lambert,,3:39,N,53704,0,---, @ LAD,Peter Lambert (R),Clayton Kershaw (L),L 354,O 8.5
153,Wednesday Sep 18,COL,L,4,7,,66-87,5,32,Lugo,Diaz,,3:43,D,30174,0,--, NYM,Jeff Hoffman (R),Noah Syndergaard (R),L 150,U 13
152,Tuesday Sep 17,COL,L,1,6,,66-86,5,32,Stroman,Melville,,2:50,N,33118,0,-, NYM,Tim Melville (R),Marcus Stroman (R),L 140,U 14
151,Monday Sep 16,COL,W,9,4,,66-85,5,31,Senzatela,Matz,,3:09,N,28505,0,++++, NYM,Antonio Senzatela (R),Steven Matz (L),W 147,U 14.5
150,Sunday Sep 15,COL,W,10,5,,65-85,5,31.5,Howard,Quantrill,,3:44,D,30699,0,+++, SD,Chi Chi Gonzalez (R),Cal Quantrill (R),W -103,O 13.5
149,Saturday Sep 14,COL,W,11,10,,64-85,5,31.5,Lambert,Lauer,Tinoco,3:29,N,47370,0,++, SD,Peter Lambert (R),Eric Lauer (L),W -105,O 13.5
148,Friday Sep 13,COL,W,10,8,,63-85,5,32.5,Hoffman,Lucchesi,Diaz,3:28,N,31654,0,+, SD,Jeff Hoffman (R),Joey Lucchesi (L),W 111,O 12.5
147,Thursday Sep 12,COL,L,3,10,,62-85,5,32.5,Mikolas,Melville,,3:56,D,27618,0,-, STL,Tim Melville (R),Miles Mikolas (R),L 164,O 12
146,Wednesday Sep 11,COL,W,2,1,,62-84,5,31.5,Senzatela,Hudson,Diaz,3:01,N,31931,0,++, STL,Antonio Senzatela (R),Dakota Hudson (R),W 163,U 13.5
145,Tuesday Sep 10,COL,W,2,1,,61-84,5,32.5,Gonzalez,Wacha,Diaz,2:36,N,31514,0,+, STL,Chi Chi Gonzalez (R),Michael Wacha (R),W 146,U 13.5
144,Sunday Sep 8,COL,L-wo,1,2,10,60-84,5,32.5,Stammen,Tinoco,,3:15,D,26834,0,--, @ SD,Peter Lambert (R),Eric Lauer (L),L 130,U 9
143,Saturday Sep 7,COL,L,0,3,,60-83,5,31.5,Lucchesi,Hoffman,Yates,2:49,N,29709,0,-, @ SD,Jeff Hoffman (R),Joey Lucchesi (L),L 147,U 9
142,Friday Sep 6,COL,W,3,2,,60-82,5,31.5,Melville,Lamet,Diaz,3:05,N,26073,0,+, @ SD,Tim Melville (R),Dinelson Lamet (R),W 159,U 8.5
141,Wednesday Sep 4,COL,L,3,7,,59-82,5,32.5,Kolarek,Senzatela,,3:12,N,45761,0,---------, @ LAD,Antonio Senzatela (R),Hyun Jin Ryu (L),L 254,O 9.5
