game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
162,Sunday Oct 3,CIN,W,6,3,,83-79,3,12,Sanmartin,Ponce,,2:59,D,13011,0,+,†@ PIT,Reiver Sanmartin†(L),Mitch Keller†(R),W†-152,P†9
161,Saturday Oct 2,CIN,L,6,8,,82-79,3,13,Mears,Santillan,Stratton,3:42,N,22910,0,----,†@ PIT,Tyler Mahle†(R),Max Kranick†(R),L†-147,O†8
160,Friday Oct 1,CIN,L,2,9,,82-78,3,13,Stratton,Garrett,,3:21,N,13582,0,---,†@ PIT,Luis Castillo†(R),Wil Crowe†(R),L†-184,O†8
159,Wednesday Sep 29,CIN,L,1,6,,82-77,3,13.5,Rodon,Gray,,2:41,N,23018,0,--,†@ CHW,Sonny Gray†(R),Carlos Rodon†(L),L†168,U†7.5
158,Tuesday Sep 28,CIN,L,1,7,,82-76,3,12.5,Lopez,O'Brien,,2:49,N,25242,0,-,†@ CHW,Riley O'Brien†(R),Reynaldo Lopez†(R),L†163,U†9
157,Monday Sep 27,CIN,W,13,1,,82-75,3,12.5,Sanmartin,Overton,,3:11,D,11055,0,++++,†PIT,Reiver Sanmartin†(L),Connor Overton†(R),W†-176,O†9
156,Sunday Sep 26,CIN,W,9,2,,81-75,3,13,Mahle,Rogers,,3:43,D,21328,0,+++,†WAS,Tyler Mahle†(R),Josh Rogers†(L),W†-176,O†9.5
155,Saturday Sep 25,CIN,W-wo,7,6,,80-75,3,13,Givens,Murphy,,3:41,N,18293,0.01,++,†WAS,Vladimir Gutierrez†(R),Erick Fedde†(R),W†-121,O†9.5
154,Friday Sep 24,CIN,W-wo,8,7,11,79-75,3,13,Warren,Thompson,,4:24,N,16021,0.05,+,†WAS,Sonny Gray†(R),Paolo Espino†(R),W†-161,O†8.5
153,Thursday Sep 23,CIN,L,2,3,,78-75,3,13,Corbin,Castillo,Finnegan,3:09,N,11836,0.2,--,†WAS,Luis Castillo†(R),Patrick Corbin†(L),L†-197,U†9
152,Tuesday Sep 21,CIN,L,2,6,,78-74,3,13.5,Keller,Mahle,,3:36,N,9475,0.69,-,†PIT,Tyler Mahle†(R),Mitch Keller†(R),L†-225,U†9
151,Monday Sep 20,CIN,W,9,5,,78-73,3,13.5,Cessa,Ponce,,3:25,N,17086,0.69,+,†PIT,Vladimir Gutierrez†(R),Dillon Peters†(L),W†-156,O†9.5
150,Sunday Sep 19,CIN,L,5,8,,77-73,3,14.5,Kershaw,Miley,,3:09,D,26621,1.02,--,†LAD,Wade Miley†(L),Clayton Kershaw†(L),L†171,O†9
149,Saturday Sep 18,CIN,L,1,5,,77-72,3,14.5,Scherzer,Gray,Jansen,3:05,D,29861,1.3,-,†LAD,Sonny Gray†(R),Max Scherzer†(R),L†196,U†8
148,Friday Sep 17,CIN,W,3,1,,77-71,3,13.5,Castillo,Buehler,Lorenzen,2:34,N,28926,1.12,++,†LAD,Luis Castillo†(R),Walker Buehler†(R),W†145,U†8.5
147,Thursday Sep 16,CIN,W,1,0,,76-71,3,13.5,Mahle,Ponce,Givens,3:05,D,9102,0.99,+,†@ PIT,Tyler Mahle†(R),Connor Overton†(R),W†-164,U†8
146,Wednesday Sep 15,CIN,L-wo,4,5,,75-71,3,14,Stratton,Givens,,3:03,N,9320,1.23,----,†@ PIT,Vladimir Gutierrez†(R),Mitch Keller†(R),L†-128,P†9
145,Tuesday Sep 14,CIN,L,5,6,,75-70,3,14,Peters,Miley,Stratton,3:00,N,8896,1.32,---,†@ PIT,Wade Miley†(L),Dillon Peters†(L),L†-155,O†8.5
144,Sunday Sep 12,CIN,L,0,2,,75-69,2,14,Happ,Gray,Gallegos,2:35,D,32872,1.62,--,†@ STL,Sonny Gray†(R),J.A. Happ†(L),L†-114,U†9
