game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
48,Monday May 24,SDP,L,3,5,,30-18,1,up 0.5,Woodruff,Snell,Hader,3:12,N,14524,1.29,-,†@ MIL,Blake Snell†(L),Brandon Woodruff†(R),L†105,O†7
47,Sunday May 23,SDP,W,9,2,,30-17,1,up 1.0,Darvish,Misiewicz,,2:55,D,15250,1.24,+++++++++,†SEA,Yu Darvish†(R),Justin Dunn†(R),W†-285,O†7
46,Saturday May 22,SDP,W,6,4,,29-17,1,up 1.0,Stammen,Sheffield,Melancon,3:06,N,15250,1.23,++++++++,†SEA,Ryan Weathers†(L),Justus Sheffield†(L),W†-193,O†7.5
45,Friday May 21,SDP,W,16,1,,28-17,1,Tied,Paddack,Flexen,,3:34,N,15250,1.24,+++++++,†SEA,Chris Paddack†(R),Chris Flexen†(R),W†-215,O†7.5
44,Wednesday May 19,SDP,W,3,0,,27-17,2,0.5,Musgrove,Gonzalez,Melancon,2:52,D,15250,1.32,++++++,†COL,Joe Musgrove†(R),Chi Chi Gonzalez†(R),W†-286,U†8
43,Tuesday May 18,SDP,W-wo,2,1,10,26-17,2,0.5,Johnson,Bard,,3:40,N,15250,1.26,+++++,†COL,Blake Snell†(L),Austin Gomber†(L),W†-220,U†7
42,Monday May 17,SDP,W,7,0,,25-17,2,0.5,Darvish,Gray,,2:55,N,15250,1.29,++++,†COL,Yu Darvish†(R),Jon Gray†(R),W†-221,O†6.5
41,Sunday May 16,SDP,W,5,3,,24-17,2,0.5,Lamet,Kim,Melancon,3:32,D,15250,1.34,+++,†STL,Ryan Weathers†(L),Kwang-hyun Kim†(L),W†-110,O†7.5
40,Saturday May 15,SDP,W,13,3,,23-17,2,0.5,Diaz,Wainwright,,3:31,N,15250,1.26,++,†STL,Chris Paddack†(R),Adam Wainwright†(R),W†-117,O†7
39,Friday May 14,SDP,W,5,4,,22-17,2,1.5,Musgrove,Oviedo,Melancon,4:08,N,15250,1.17,+,†STL,Joe Musgrove†(R),Johan Oviedo†(R),W†-175,O†7
38,Wednesday May 12 (2),SDP,L-wo,2,3,8,21-17,2,2,Almonte,Ramirez,,2:55,N,11968,1.23,-,†@ COL,Blake Snell†(L),Austin Gomber†(L),L†-155,U†8
37,Wednesday May 12 (1),SDP,W,5,3,7,21-16,2,2,Pagan,Gray,Melancon,3:09,D,,1.2,+++,†@ COL,Yu Darvish†(R),Jon Gray†(R),W†-148,O†7
36,Tuesday May 11,SDP,W,8,1,,20-16,2,2,Diaz,Senzatela,,3:04,N,8825,1.19,++,†@ COL,Dinelson Lamet†(R),Antonio Senzatela†(R),W†-169,U†9.5
35,Sunday May 9,SDP,W,11,1,,19-16,2,1.5,Weathers,Cueto,,3:08,D,10008,1.34,+,†@ SF,Chris Paddack†(R),Johnny Cueto†(R),W†-136,O†8
