game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
114,Tuesday Aug 10 (1),CHC,L,2,4,7,52-62,4,16.5,Peralta,Steele,Williams,2:38,D,29031,0.05,-----,†MIL,Justin Steele†(L),Freddy Peralta†(R),L†174,U†7.5
113,Sunday Aug 8,CHC,L,3,9,,52-61,4,14.5,Cease,Davies,,3:06,N,39412,0.05,----,†CHW,Zach Davies†(R),Dylan Cease†(R),L†163,O†10
112,Saturday Aug 7,CHC,L,0,4,,52-60,4,14.5,Rodon,Alzolay,,3:10,D,40077,0.08,---,†CHW,Adbert Alzolay†(R),Carlos Rodon†(L),L†173,U†8.5
111,Friday Aug 6,CHC,L,6,8,10,52-59,4,14.5,Hendriks,Rodriguez,,4:27,D,39539,0.11,--,†CHW,Kyle Hendricks†(R),Lance Lynn†(R),L†185,O†8.5
110,Thursday Aug 5,CHC,L,5,6,,52-58,4,13.5,Kinley,Jewell,Bard,3:10,D,30462,0.17,-,†@ COL,Jake Arrieta†(R),Antonio Senzatela†(R),L†142,U†11.5
109,Wednesday Aug 4,CHC,W,3,2,,52-57,4,13,Mills,Gray,Rodriguez,3:04,N,36205,0.14,+,†@ COL,Alec Mills†(R),Jon Gray†(R),W†163,U†11
108,Tuesday Aug 3,CHC,L,6,13,,51-57,4,13,Freeland,Davies,,3:04,N,38188,0.16,--,†@ COL,Zach Davies†(R),Kyle Freeland†(L),L†135,O†11
107,Sunday Aug 1,CHC,L-wo,5,6,,51-56,4,12.5,Finnegan,Rodriguez,,3:20,D,25520,0.25,-,†@ WAS,Adbert Alzolay†(R),Erick Fedde†(R),L†-101,O†8.5
106,Saturday Jul 31,CHC,W,6,3,,51-55,4,11.5,Hendricks,Ross,Ryan,3:16,N,31444,0.19,+,†@ WAS,Kyle Hendricks†(R),Joe Ross†(R),W†107,O†8
105,Friday Jul 30,CHC,L,3,4,,50-55,4,12.5,Espino,Arrieta,Finnegan,2:47,N,33882,0.25,----,†@ WAS,Jake Arrieta†(R),Paolo Espino†(R),L†119,U†9
104,Thursday Jul 29,CHC,L,4,7,,50-54,4,11.5,Castillo,Mills,,3:12,D,32793,0.39,---,†CIN,Alec Mills†(R),Luis Castillo†(R),L†118,O†7
103,Wednesday Jul 28,CHC,L,2,8,,50-53,4,10.5,Mahle,Davies,,3:37,N,30134,0.48,--,†CIN,Zach Davies†(R),Tyler Mahle†(R),L†102,P†10
102,Tuesday Jul 27,CHC,L,4,7,,50-52,4,9.5,Guti√©rrez,Alzolay,,3:12,N,28153,0.65,-,†CIN,Adbert Alzolay†(R),Vladimir Gutierrez†(R),L†-163,O†10.5
101,Monday Jul 26,CHC,W-wo,6,5,,50-51,4,8.5,Kimbrel,Hembree,,4:00,N,29215,0.59,++,†CIN,Kyle Hendricks†(R),Wade Miley†(L),W†-136,O†8.5
100,Sunday Jul 25,CHC,W,5,1,,49-51,4,9,Williams,Smith,Kimbrel,3:13,D,32602,0.37,+,†ARI,Trevor Williams†(R),Caleb Smith†(L),W†-188,U†9
99,Saturday Jul 24,CHC,L,3,7,,48-51,4,10,Kelly,Chafin,,3:15,D,37190,0.53,-,†ARI,Alec Mills†(R),Merrill Kelly†(R),L†-173,U†10.5
98,Friday Jul 23,CHC,W,8,3,,48-50,4,9,Davies,Gallen,Thompson,3:11,D,34059,0.52,+,†ARI,Zach Davies†(R),Zac Gallen†(R),W†-130,O†10
97,Thursday Jul 22,CHC,L,2,3,,47-50,4,9,Kim,Alzolay,Reyes,2:49,N,41412,0.65,--,†@ STL,Adbert Alzolay†(R),Kwang-hyun Kim†(L),L†124,U†8
96,Wednesday Jul 21,CHC,L-wo,2,3,10,47-49,4,8.5,McFarland,Kimbrel,,4:09,N,37008,0.71,-,†@ STL,Kyle Hendricks†(R),Adam Wainwright†(R),L†120,U†8
95,Tuesday Jul 20,CHC,W,7,6,,47-48,3,8.5,Maples,Reyes,Kimbrel,3:43,N,35402,0.54,+,†@ STL,Trevor Williams†(R),Johan Oviedo†(R),W†101,O†9
94,Monday Jul 19,CHC,L,3,8,,46-48,4,9.5,Woodford,Mills,,3:00,N,38199,0.62,--,†@ STL,Alec Mills†(R),Jake Woodford†(R),L†-111,O†8.5
93,Sunday Jul 18,CHC,L,4,6,,46-47,3,9,Kelly,Winkler,Soria,3:09,D,21457,0.64,-,†@ ARI,Zach Davies†(R),Merrill Kelly†(R),L†-105,O†9
92,Saturday Jul 17,CHC,W,4,2,,46-46,3,8,Brothers,Soria,Kimbrel,3:15,D,20180,0.59,++,†@ ARI,Adbert Alzolay†(R),Zac Gallen†(R),W†-126,U†8.5
91,Friday Jul 16,CHC,W,5,1,,45-46,3,8,Hendricks,Bumgarner,,3:09,N,22046,0.55,+,†@ ARI,Kyle Hendricks†(R),Madison Bumgarner†(L),W†-151,U†9.5
90,Saturday Jul 10,CHC,L,0,6,,44-46,3,8.5,Kim,Davies,,3:32,N,39368,0.66,-,†STL,Zach Davies†(R),Kwang-hyun Kim†(L),L†-111,U†8
89,Friday Jul 9,CHC,W,10,5,,44-45,3,8.5,Hendricks,LeBlanc,,3:57,D,36192,0.56,+,†STL,Kyle Hendricks†(R),Wade LeBlanc†(L),W†-147,O†7.5
88,Thursday Jul 8,CHC,L,0,8,,43-45,3,9.5,Eflin,Alzolay,,3:15,N,30727,0.62,-,†PHI,Adbert Alzolay†(R),Zach Eflin†(R),L†-105,O†7
87,Wednesday Jul 7,CHC,W,8,3,,43-44,3,8.5,Mills,Wheeler,,2:54,N,28860,0.58,+,†PHI,Alec Mills†(R),Zack Wheeler†(R),W†127,O†7
86,Tuesday Jul 6,CHC,L,10,15,,42-44,4,9,Nola,Arrieta,,3:45,N,30095,0.67,-----------,†PHI,Jake Arrieta†(R),Aaron Nola†(R),L†126,O†10
85,Monday Jul 5,CHC,L,3,13,,42-43,3,8.5,Brogdon,Brothers,,3:33,N,37165,0.71,----------,†PHI,Zach Davies†(R),Matt Moore†(L),L†-152,O†11
84,Sunday Jul 4,CHC,L,2,3,,42-42,3,8.5,Warren,Winkler,Garrett,2:59,D,29340,0.89,---------,†@ CIN,Kyle Hendricks†(R),Wade Miley†(L),L†105,U†9.5
83,Saturday Jul 3,CHC,L,2,3,,42-41,3,8.5,Hendrix,Alzolay,Hembree,2:58,D,36815,1.04,--------,†@ CIN,Adbert Alzolay†(R),Tyler Mahle†(R),L†115,U†9.5
82,Friday Jul 2,CHC,L,1,2,,42-40,2,7.5,Osich,Mills,Hembree,3:12,N,40854,1.18,-------,†@ CIN,Alec Mills†(R),Sonny Gray†(R),L†130,U†10
81,Wednesday Jun 30,CHC,L,7,15,,42-39,2,6,Richards,Brothers,,3:47,D,32193,1.7,------,†@ MIL,Jake Arrieta†(R),Aaron Ashby†(L),L†138,O†9
80,Tuesday Jun 29,CHC,L,1,2,,42-38,2,5,Woodruff,Davies,Hader,3:40,N,24423,1.78,-----,†@ MIL,Zach Davies†(R),Brandon Woodruff†(R),L†215,U†7.5
79,Monday Jun 28,CHC,L,4,14,,42-37,2,4,Williams,Tepera,,3:43,N,30251,1.91,----,†@ MIL,Kyle Hendricks†(R),Freddy Peralta†(R),L†134,O†7
78,Sunday Jun 27,CHC,L,1,7,,42-36,2,3,Kershaw,Alzolay,,2:42,D,46315,1.5,---,†@ LAD,Adbert Alzolay†(R),Clayton Kershaw†(L),L†178,P†8
77,Saturday Jun 26,CHC,L-wo,2,3,,42-35,2,2,Price,Thompson,,3:12,D,45420,1.57,--,†@ LAD,Alec Mills†(R),Julio Urias†(L),L†180,U†9
76,Friday Jun 25,CHC,L,2,6,,42-34,2,1,Treinen,Tepera,,3:42,N,49387,1.56,-,†@ LAD,Jake Arrieta†(R),Tony Gonsolin†(R),L†158,U†9.5
75,Thursday Jun 24,CHC,W,4,0,,42-33,1,Tied,Davies,Buehler,,3:12,N,52175,1.54,++,†@ LAD,Zach Davies†(R),Walker Buehler†(R),W†226,U†8
74,Tuesday Jun 22,CHC,W,7,1,,41-33,1,Tied,Hendricks,Morgan,,2:51,N,35493,1.4,+,†CLE,Kyle Hendricks†(R),Eli Morgan†(R),W†-192,U†8.5
73,Monday Jun 21,CHC,L,0,4,,40-33,1,Tied,Shaw,Alzolay,,3:12,N,32934,1.45,-,†CLE,Adbert Alzolay†(R),Aaron Civale†(R),L†-140,U†7
72,Sunday Jun 20,CHC,W,2,0,,40-32,1,Tied,Mills,Thompson,Kimbrel,2:52,D,37158,1.41,+,†MIA,Alec Mills†(R),Zach Thompson†(R),W†-146,U†9
71,Saturday Jun 19,CHC,L,1,11,,39-32,1,Tied,Lopez,Arrieta,,3:07,D,35846,1.46,--,†MIA,Jake Arrieta†(R),Pablo Lopez†(R),L†-128,O†9
70,Friday Jun 18,CHC,L,2,10,,39-31,1,up 1.0,Curtiss,Davies,,3:21,N,32505,1.38,-,†MIA,Zach Davies†(R),Cody Poteet†(R),L†-160,O†9
69,Thursday Jun 17,CHC,W,2,0,,39-30,1,up 1.0,Hendricks,Stroman,Kimbrel,2:48,N,16826,1.45,+,†@ NYM,Kyle Hendricks†(R),Marcus Stroman†(R),W†105,U†7.5
68,Wednesday Jun 16,CHC,L,3,6,,38-30,1,Tied,Reid-Foley,Stock,Diaz,3:01,N,23545,1.4,---,†@ NYM,Robert Stock†(R),Jacob deGrom†(R),L†259,O†6.5
67,Tuesday Jun 15,CHC,L,2,3,,38-29,1,Tied,Walker,Mills,Lugo,3:05,N,17804,1.47,--,†@ NYM,Alec Mills†(R),Taijuan Walker†(R),L†123,U†8.5
66,Monday Jun 14,CHC,L,2,5,,38-28,1,Tied,Peterson,Arrieta,Diaz,3:10,N,16383,1.42,-,†@ NYM,Jake Arrieta†(R),David Peterson†(L),L†118,U†8.5
65,Sunday Jun 13,CHC,W,2,0,,38-27,1,Tied,Davies,Martinez,Kimbrel,2:34,N,35225,1.59,+++++,†STL,Zach Davies†(R),Carlos Martinez†(R),W†-123,U†10
64,Saturday Jun 12,CHC,W,7,2,,37-27,1,Tied,Hendricks,Gant,Kimbrel,3:19,N,39095,1.64,++++,†STL,Kyle Hendricks†(R),John Gant†(R),W†-173,O†8.5
63,Friday Jun 11,CHC,W,8,5,,36-27,1,Tied,Nance,Cabrera,Kimbrel,3:04,D,35112,1.61,+++,†STL,Kohl Stewart†(R),Johan Oviedo†(R),W†-143,O†9.5
62,Wednesday Jun 9,CHC,W,3,1,,35-27,1,up 0.5,Brothers,Darvish,Kimbrel,2:58,D,16482,1.45,++,†@ SD,Jake Arrieta†(R),Yu Darvish†(R),W†233,U†8
61,Tuesday Jun 8,CHC,W,7,1,,34-27,2,0.5,Davies,Lamet,,2:51,N,16207,1.39,+,†@ SD,Zach Davies†(R),Dinelson Lamet†(R),W†170,U†8.5
60,Monday Jun 7,CHC,L,4,9,,33-27,2,0.5,Weathers,Alzolay,,3:42,N,16045,1.45,-,†@ SD,Adbert Alzolay†(R),Ryan Weathers†(L),L†104,O†8
59,Sunday Jun 6,CHC,W,4,3,,33-26,1,Tied,Hendricks,Cueto,Kimbrel,3:01,D,14089,1.34,+,†@ SF,Kyle Hendricks†(R),Johnny Cueto†(R),W†-106,U†8
58,Saturday Jun 5,CHC,L,3,4,,32-26,1,Tied,Gausman,Stewart,Rogers,3:04,D,12792,1.41,---,†@ SF,Kohl Stewart†(R),Kevin Gausman†(R),L†144,U†7.5
57,Friday Jun 4,CHC,L,5,8,,32-25,1,up 1.0,Menez,Arrieta,Rogers,3:14,N,11524,1.48,--,†@ SF,Jake Arrieta†(R),Scott Kazmir†(L),L†-106,O†8.5
56,Thursday Jun 3,CHC,L,2,7,,32-24,1,up 1.5,DeSclafani,Davies,,3:05,N,10737,1.43,-,†@ SF,Zach Davies†(R),Anthony DeSclafani†(R),L†108,O†8
55,Wednesday Jun 2,CHC,W,6,1,,32-23,1,up 1.5,Alzolay,Johnson,,3:16,D,22056,1.38,+++,†SD,Adbert Alzolay†(R),Dinelson Lamet†(R),W†-115,P†7
54,Tuesday Jun 1,CHC,W,4,3,,31-23,1,up 0.5,Hendricks,Weathers,Kimbrel,2:52,N,24824,1.39,++,†SD,Kyle Hendricks†(R),Ryan Weathers†(L),W†-120,U†8.5
53,Monday May 31,CHC,W,7,2,,30-23,1,up 0.5,Stewart,Paddack,,2:53,D,24824,1.35,+,†SD,Kohl Stewart†(R),Chris Paddack†(R),W†125,U†10
52,Sunday May 30,CHC,L,1,5,,29-23,2,0.5,Mahle,Arrieta,Antone,3:27,D,24824,1.39,-,†CIN,Jake Arrieta†(R),Tyler Mahle†(R),L†-111,U†8
51,Saturday May 29,CHC,W,10,2,,29-22,2,0.5,Thompson,Castillo,,3:13,D,24275,1.41,++++++,†CIN,Zach Davies†(R),Luis Castillo†(R),W†-110,O†7
50,Friday May 28,CHC,W,1,0,,28-22,2,0.5,Alzolay,Guti√©rrez,Kimbrel,2:57,D,18478,1.47,+++++,†CIN,Adbert Alzolay†(R),Vladimir Gutierrez†(R),W†-195,U†6.5
49,Thursday May 27,CHC,W,5,3,,27-22,2,0.5,Hendricks,Anderson,Tepera,3:01,D,7202,1.32,++++,†@ PIT,Kyle Hendricks†(R),Tyler Anderson†(L),W†-140,O†7.5
48,Wednesday May 26,CHC,W,4,1,,26-22,2,0.5,Williams,Crowe,Kimbrel,2:54,N,5660,1.32,+++,†@ PIT,Trevor Williams†(R),Wil Crowe†(R),W†-127,U†8.5
47,Tuesday May 25,CHC,W,4,3,,25-22,2,0.5,Arrieta,Ponce,Kimbrel,2:59,N,6750,1.23,++,†@ PIT,Jake Arrieta†(R),Cody Ponce†(R),W†-131,U†9
46,Sunday May 23,CHC,W,2,1,10,24-22,2,2,Kimbrel,Reyes,,3:38,N,24082,1.36,+,†@ STL,Zach Davies†(R),Adam Wainwright†(R),W†120,U†9
45,Saturday May 22,CHC,L,1,2,,23-22,2,3,Cabrera,Alzolay,Reyes,2:47,N,26027,1.45,-,†@ STL,Adbert Alzolay†(R),Miles Mikolas†(R),L†-118,U†8.5
44,Friday May 21,CHC,W,12,3,,23-21,2,2,Hendricks,Helsley,,3:17,N,24282,1.34,++,†@ STL,Kyle Hendricks†(R),Carlos Martinez†(R),W†-117,O†8.5
43,Thursday May 20,CHC,W,5,2,,22-21,2,3,Steele,Ross,Kimbrel,3:07,D,11143,1.02,+,†WAS,Trevor Williams†(R),Joe Ross†(R),W†-108,U†10.5
42,Wednesday May 19,CHC,L,3,4,,21-21,2,3.5,Scherzer,Arrieta,Hand,3:48,N,11145,1.05,-,†WAS,Jake Arrieta†(R),Max Scherzer†(R),L†143,U†8.5
41,Tuesday May 18,CHC,W,6,3,,21-20,2,2.5,Thompson,Harris,Kimbrel,3:22,N,11142,1.01,+++,†WAS,Zach Davies†(R),Patrick Corbin†(L),W†-105,P†9
40,Monday May 17,CHC,W,7,3,,20-20,3,2.5,Alzolay,Lester,,2:53,N,11144,0.98,++,†WAS,Adbert Alzolay†(R),Jon Lester†(L),W†-155,O†8
39,Sunday May 16,CHC,W,5,1,,19-20,4,3,Hendricks,Boyd,,2:52,D,8000,0.89,+,†@ DET,Kyle Hendricks†(R),Matthew Boyd†(L),W†-145,U†8
38,Saturday May 15,CHC,L-wo,8,9,10,18-20,4,4,Fulmer,Kimbrel,,4:06,D,8000,0.97,-,†@ DET,Trevor Williams†(R),Jose Urena†(R),L†-151,O†9
37,Friday May 14,CHC,W,4,2,,18-19,3,4,Arrieta,Skubal,Kimbrel,2:31,N,8000,0.85,+,†@ DET,Jake Arrieta†(R),Tarik Skubal†(L),W†-143,U†9
36,Wednesday May 12,CHC,L-wo,1,2,10,17-19,4,4.5,Karinchak,Thompson,,3:50,D,8589,0.88,---,†@ CLE,Zach Davies†(R),Sam Hentges†(L),L†121,U†8.5
35,Tuesday May 11,CHC,L,2,3,,17-18,3,4.5,Bieber,Alzolay,Clase,2:56,N,8024,0.98,--,†@ CLE,Adbert Alzolay†(R),Shane Bieber†(R),L†163,U†7
34,Sunday May 9,CHC,L,5,6,,17-17,3,3.5,Anderson,Hendricks,Rodriguez,3:03,D,10343,1.09,-,†PIT,Kyle Hendricks†(R),Tyler Anderson†(L),L†-164,O†6
33,Saturday May 8,CHC,W,3,2,,17-16,3,2.5,Thompson,Howard,Kimbrel,3:13,D,10343,1.06,+++++,†PIT,Trevor Williams†(R),Wil Crowe†(R),W†-191,U†8
32,Friday May 7,CHC,W,3,2,,16-16,3,2.5,Davies,Cahill,Brothers,3:07,D,10343,1.02,++++,†PIT,Zach Davies†(R),Trevor Cahill†(R),W†-145,U†7.5
31,Wednesday May 5,CHC,W-wo,6,5,11,15-16,3,3,Mills,Cleavinger,,4:23,N,10343,0.89,+++,†LAD,Adbert Alzolay†(R),Walker Buehler†(R),W†150,O†7.5
30,Tuesday May 4 (2),CHC,W-wo,4,3,9,14-16,3,3.5,Steele,Cleavinger,,3:46,N,10343,0.79,++,†LAD,Keegan Thompson†(R),Trevor Bauer†(R),W†201,O†6
29,Tuesday May 4 (1),CHC,W,7,1,7,13-16,3,3.5,Hendricks,Kershaw,,2:17,D,10295,0.72,+,†LAD,Kyle Hendricks†(R),Clayton Kershaw†(L),W†148,O†5.5
28,Sunday May 2,CHC,L-wo,12,13,10,16-Dec,5,5,Hendrix,Kimbrel,,3:57,D,16755,0.86,-,†@ CIN,Trevor Williams†(R),Tyler Mahle†(R),L†148,O†8.5
27,Saturday May 1,CHC,W,3,2,,15-Dec,5,5,Brothers,Castillo,Kimbrel,3:17,D,17077,0.83,+,†@ CIN,Zach Davies†(R),Luis Castillo†(R),W†137,U†9
26,Friday Apr 30,CHC,L,6,8,,15-Nov,5,5,Miley,Arrieta,Antone,3:21,N,16090,0.86,-,†@ CIN,Jake Arrieta†(R),Wade Miley†(L),L†109,O†9
25,Thursday Apr 29,CHC,W,9,3,,14-Nov,5,4,Alzolay,Wilson,,3:15,N,19661,0.75,+,†@ ATL,Adbert Alzolay†(R),Bryse Wilson†(R),W†120,O†9
24,Wednesday Apr 28,CHC,L,0,10,,14-Oct,5,4,Ynoa,Hendricks,,2:56,N,18709,0.8,-----,†@ ATL,Kyle Hendricks†(R),Huascar Ynoa†(R),L†123,O†8.5
23,Tuesday Apr 27,CHC,L,0,5,,13-Oct,5,4,Anderson,Williams,,2:46,N,17603,0.85,----,†@ ATL,Trevor Williams†(R),Ian Anderson†(R),L†144,U†8.5
