game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
149,Sunday Sep 15,CHC,W,16,6,,81-68,2,2,Wieck,Williams,,3:28,D,39103,2.48,++++, PIT,Jose Quintana (L),Trevor Williams (R),W -247,O 11.5
148,Saturday Sep 14,CHC,W,14,1,,80-68,2,3,Hendricks,Marvel,,3:23,D,39928,2.21,+++, PIT,Kyle Hendricks (R),James Marvel (R),W -271,O 10.5
147,Friday Sep 13,CHC,W,17,8,,79-68,2,4,Lester,Brault,Mills,3:52,D,39080,2.2,++, PIT,Jon Lester (L),Steven Brault (L),W -192,O 11.5
146,Thursday Sep 12,CHC,W,4,1,,78-68,2,4,Darvish,Lamet,,3:29,D,22501,2.15,+, @ SD,Yu Darvish (R),Dinelson Lamet (R),W -150,U 8
145,Wednesday Sep 11,CHC,L,0,4,,77-68,2,4,Paddack,Hamels,,3:00,N,24203,2.19,--, @ SD,Cole Hamels (L),Chris Paddack (R),L 103,U 8
144,Tuesday Sep 10,CHC,L-wo,8,9,10,77-67,2,4,BÃ¡ez,Cishek,,3:50,N,25497,2.07,-, @ SD,Jose Quintana (L),Ronald Bolanos (R),L -172,O 9
143,Monday Sep 9,CHC,W,10,2,,77-66,2,4,Hendricks,Quantrill,,3:13,N,22420,1.99,+, @ SD,Kyle Hendricks (R),Cal Quantrill (R),W -150,O 8
142,Sunday Sep 8,CHC,L,5,8,,76-66,2,4.5,Suter,Lester,Hader,3:09,D,44217,2.37,---, @ MIL,Jon Lester (L),Adrian Houser (R),L 113,O 9
141,Saturday Sep 7,CHC,L-wo,2,3,,76-65,2,3.5,Hader,Kintzler,,3:35,N,44323,2.35,--, @ MIL,Yu Darvish (R),Gio Gonzalez (L),L -110,U 9
140,Friday Sep 6,CHC,L,1,7,,76-64,2,2.5,Davies,Hamels,,2:51,N,38139,2.16,-, @ MIL,Cole Hamels (L),Zach Davies (R),L -108,U 9.5
139,Thursday Sep 5,CHC,W,10,5,,76-63,2,2.5,Quintana,Albers,,3:59,N,31007,2.31,+++, @ MIL,Jose Quintana (L),Chase Anderson (R),W -114,O 9
138,Tuesday Sep 3,CHC,W,6,1,,75-63,2,3,Lester,Hernandez,,3:14,N,33958,2.03,++, SEA,Jon Lester (L),Felix Hernandez (R),W -257,U 10.5
137,Monday Sep 2,CHC,W,5,1,,74-63,2,3,Phelps,Wisler,,2:56,D,39133,1.95,+, SEA,Kyle Hendricks (R),Justus Sheffield (L),W -276,U 9
136,Sunday Sep 1,CHC,L,0,4,,73-63,2,3,Jackson,Chatwood,,3:29,D,40912,2.2,--, MIL,Tyler Chatwood (R),Gio Gonzalez (L),L -138,U 9
135,Saturday Aug 31,CHC,L,0,2,,73-62,2,2.5,Guerra,Hamels,Hader,2:57,D,40178,2.21,-, MIL,Cole Hamels (L),Zach Davies (R),L -171,U 8.5
134,Friday Aug 30,CHC,W,7,1,,73-61,2,1,Quintana,Anderson,,3:07,D,40276,2.28,++++, MIL,Jose Quintana (L),Chase Anderson (R),W -127,P 8
133,Thursday Aug 29,CHC,W,4,1,,72-61,2,1.5,Lester,deGrom,Kimbrel,2:35,N,38389,2.14,+++, @ NYM,Jon Lester (L),Jacob deGrom (R),W 185,U 7
132,Wednesday Aug 28,CHC,W,10,7,,71-61,2,2,Ryan,Syndergaard,Kimbrel,3:24,N,33987,2.13,++, @ NYM,Kyle Hendricks (R),Noah Syndergaard (R),W 106,O 7.5
131,Tuesday Aug 27,CHC,W,5,2,,70-61,2,3,Darvish,Stroman,,2:54,N,34158,2.06,+, @ NYM,Yu Darvish (R),Marcus Stroman (R),W -106,U 8
130,Sunday Aug 25,CHC,L,5,7,11,69-61,2,2.5,Hudson,Chatwood,,4:35,D,40518,2.09,---, WAS,Cole Hamels (L),Stephen Strasburg (R),L 121,O 8.5
129,Saturday Aug 24,CHC,L,2,7,,69-60,2,1.5,Suero,Quintana,,3:56,D,40658,2.16,--, WAS,Jose Quintana (L),Joe Ross (R),L -172,P 9
128,Friday Aug 23,CHC,L,3,9,,69-59,2,0.5,Sanchez,Lester,,3:10,D,39889,2.1,-, WAS,Jon Lester (L),Anibal Sanchez (R),L -128,O 9
127,Thursday Aug 22,CHC,W,1,0,,69-58,1,up 0.5,Hendricks,Samardzija,Wick,2:29,D,36366,1.98,+++++, SF,Kyle Hendricks (R),Jeff Samardzija (R),W -180,U 7.5
126,Wednesday Aug 21,CHC,W,12,11,,68-58,1,up 0.5,Kintzler,Moronta,Kimbrel,3:31,N,38619,1.98,++++, SF,Yu Darvish (R),Dereck Rodriguez (R),W -236,O 9
125,Tuesday Aug 20,CHC,W,5,3,,67-58,2,0.5,Hamels,Abad,Kimbrel,2:57,N,36969,2,+++, SF,Cole Hamels (L),Tyler Beede (R),W -206,U 10
124,Sunday Aug 18,CHC,W,7,1,,66-58,1,Tied,Quintana,Keller,,3:20,N,2503,1.93,++, @ PIT NEUTRAL,Jose Quintana (L),Mitch Keller (R),W -151,U 9.5
123,Saturday Aug 17,CHC,W,2,0,,65-58,1,Tied,Lester,Brault,Wick,2:45,D,28359,1.84,+, @ PIT,Jon Lester (L),Steven Brault (L),W -146,U 10.5
122,Friday Aug 16,CHC,L-wo,2,3,,64-58,2,1,Kela,Kintzler,,2:49,N,29746,1.86,----, @ PIT,Kyle Hendricks (R),Joe Musgrove (R),L -130,U 9
121,Thursday Aug 15,CHC,L-wo,5,7,,64-57,1,Tied,Suarez,Strop,,3:13,N,37064,2.04,---, @ PHI,Yu Darvish (R),Drew Smyly (L),L -138,O 9.5
120,Wednesday Aug 14,CHC,L,1,11,,64-56,1,Tied,Nola,Hamels,,2:45,N,27204,1.98,--, @ PHI,Cole Hamels (L),Aaron Nola (R),L 107,O 9
119,Tuesday Aug 13,CHC,L,2,4,,64-55,1,up 1.0,Parker,Ryan,Neris,3:16,N,26442,1.9,-, @ PHI,Jose Quintana (L),Jason Vargas (L),L -131,U 10
118,Sunday Aug 11,CHC,W,6,3,,64-54,1,up 2.0,Phelps,Lorenzen,Strop,2:55,D,31929,1.97,+, @ CIN,Jon Lester (L),Luis Castillo (R),W 132,P 9
117,Saturday Aug 10,CHC,L,1,10,,63-54,1,up 1.5,Gray,Hendricks,Romano,3:05,N,39866,1.92,--, @ CIN,Kyle Hendricks (R),Sonny Gray (R),L 100,O 8.5
116,Friday Aug 9,CHC,L,2,5,,63-53,1,up 2.5,Bauer,Darvish,Iglesias,2:44,N,31569,1.81,-, @ CIN,Yu Darvish (R),Trevor Bauer (R),L -114,U 9
115,Thursday Aug 8,CHC,W,12,5,,63-52,1,up 3.5,Chatwood,Gausman,,3:45,N,20111,1.88,++, @ CIN,Cole Hamels (L),Alex Wood (L),W -121,O 9.5
114,Wednesday Aug 7,CHC,W,10,1,,62-52,1,up 3.0,Quintana,Bailey,,2:36,D,41179,1.79,+, OAK,Jose Quintana (L),Homer Bailey (R),W -140,P 11
113,Tuesday Aug 6,CHC,L,4,11,,61-52,1,up 2.5,Anderson,Lester,,2:37,N,40627,1.72,-, OAK,Jon Lester (L),Brett Anderson (L),L -137,O 9.5
112,Monday Aug 5,CHC,W,6,5,,61-51,1,up 2.5,Wick,Treinen,Phelps,3:17,N,40721,1.76,++++, OAK,Kyle Hendricks (R),Chris Bassitt (R),W -159,O 10.5
111,Sunday Aug 4,CHC,W,7,2,,60-51,1,up 1.5,Darvish,Houser,Chatwood,3:04,D,40466,2.16,+++, MIL,Yu Darvish (R),Adrian Houser (R),W -129,O 8.5
110,Saturday Aug 3,CHC,W,4,1,,59-51,1,up 0.5,Wick,Guerra,Kimbrel,3:08,D,41186,2.15,++, MIL,Cole Hamels (L),Gio Gonzalez (L),W -133,U 9.5
109,Friday Aug 2,CHC,W,6,2,,58-51,2,0.5,Quintana,Davies,,3:18,D,41424,2.11,+, MIL,Jose Quintana (L),Zach Davies (R),W -143,U 9
108,Thursday Aug 1,CHC,L,0,8,,57-51,2,1,Flaherty,Lester,,2:53,N,46811,2.27,-, @ STL,Jon Lester (L),Jack Flaherty (R),L 108,U 8.5
107,Wednesday Jul 31,CHC,W,2,0,,57-50,1,Tied,Hendricks,Mikolas,Kimbrel,3:14,N,43750,2.25,+, @ STL,Kyle Hendricks (R),Miles Mikolas (R),W -108,U 8
106,Tuesday Jul 30,CHC,L,1,2,,56-50,2,1,Gallegos,Darvish,Martinez,3:05,N,46123,2.23,-, @ STL,Yu Darvish (R),Adam Wainwright (R),L -118,U 8.5
105,Sunday Jul 28,CHC,W,11,4,,56-49,1,Tied,Brach,Davies,,2:56,D,43544,2,+, @ MIL,Jose Quintana (L),Zach Davies (R),W 105,O 10
104,Saturday Jul 27,CHC,L-wo,3,5,10,55-49,2,1,Peralta,Kimbrel,,3:32,N,43931,1.96,--, @ MIL,Jon Lester (L),Chase Anderson (R),L 101,U 9.5
103,Friday Jul 26,CHC,L,2,3,,55-48,2,1,Houser,Kintzler,Hader,3:09,N,40566,2.04,-, @ MIL,Kyle Hendricks (R),Gio Gonzalez (L),L 109,U 9.5
102,Wednesday Jul 24,CHC,W,4,1,,55-47,1,up 0.5,Ryan,Beede,Kimbrel,2:58,D,37746,1.74,+, @ SF,Tyler Chatwood (R),Tyler Beede (R),W -116,U 9
101,Tuesday Jul 23,CHC,L-wo,4,5,13,54-47,1,up 0.5,Coonrod,Brach,,3:45,N,39747,1.68,---, @ SF,Yu Darvish (R),Madison Bumgarner (L),L -101,O 7
100,Monday Jul 22,CHC,L,4,5,,54-46,1,up 1.5,Gott,Strop,Dyson,2:50,N,37119,1.65,--, @ SF,Alec Mills (R),Shaun Anderson (R),L -107,P 9
99,Sunday Jul 21,CHC,L,1,5,,54-45,1,up 2.0,Quantrill,Hendricks,,2:49,D,39954,1.58,-, SD,Kyle Hendricks (R),Adrian Morejon (L),L -178,U 8
98,Saturday Jul 20,CHC,W,6,5,,54-44,1,up 3.0,Quintana,Lucchesi,Kimbrel,3:25,D,40314,1.64,++++, SD,Jose Quintana (L),Joey Lucchesi (L),W -132,U 12.5
97,Friday Jul 19,CHC,W,6,5,,53-44,1,up 2.5,Strop,Stammen,Kimbrel,3:12,D,39526,1.61,+++, SD,Jon Lester (L),Eric Lauer (L),W -152,U 12.5
96,Wednesday Jul 17,CHC,W,5,2,,52-44,1,up 2.5,Darvish,Gray,Kimbrel,3:07,D,37260,1.72,++, CIN,Yu Darvish (R),Sonny Gray (R),W -135,U 8.5
