game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
77,Saturday Jun 22,MIL,W,6,5,,41-36,2,0.5,Albers,Castillo,Hader,3:00,D,43971,1.51,+, CIN,Jhoulys Chacin (R),Luis Castillo (R),W -116,O 9
76,Friday Jun 21,MIL,L,7,11,,40-36,2,1.5,Hernandez,Anderson,,4:08,N,38289,1.52,-----, CIN,Chase Anderson (R),Sonny Gray (R),L -123,O 8.5
75,Thursday Jun 20,MIL,L,1,7,,40-35,2,1.5,Roark,Nelson,,2:58,N,28898,1.53,----, CIN,Jimmy Nelson (R),Tanner Roark (R),L -149,U 9.5
74,Wednesday Jun 19,MIL,L,7,8,,40-34,2,0.5,Reyes,Jeffress,Stammen,3:24,D,28144,1.51,---, @ SD,Zach Davies (R),Matt Strahm (L),L -115,O 8.5
73,Tuesday Jun 18,MIL,L,1,4,,40-33,1,up 0.5,Allen,Woodruff,Yates,2:43,N,29112,1.45,--, @ SD,Brandon Woodruff (R),Logan Allen (L),L -167,U 7.5
72,Monday Jun 17,MIL,L,0,2,,40-32,1,up 0.5,Lucchesi,Chacin,Yates,2:55,N,24914,1.46,-, @ SD,Jhoulys Chacin (R),Joey Lucchesi (L),L 107,U 8
71,Sunday Jun 16,MIL,W,5,3,,40-31,1,up 1.0,Albers,Samardzija,Hader,3:18,D,34603,1.41,+, @ SF,Chase Anderson (R),Jeff Samardzija (R),W -154,P 8
70,Saturday Jun 15,MIL,L,7,8,,39-31,1,Tied,Gott,Guerra,Smith,3:06,D,34560,1.47,--, @ SF,Jimmy Nelson (R),Madison Bumgarner (L),L 105,O 7.5
69,Friday Jun 14,MIL,L,3,5,,39-30,1,up 1.0,Pomeranz,Davies,Smith,3:01,N,35106,1.45,-, @ SF,Zach Davies (R),Drew Pomeranz (L),L -146,P 8
68,Wednesday Jun 12,MIL,W,6,3,14,39-29,1,up 0.5,Houser,PÃ©rez,,4:16,N,40032,1.37,+, @ HOU,Brandon Woodruff (R),Justin Verlander (R),W 124,O 7.5
