game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
162,Sunday Oct 3,SFG,W,11,4,,107-55,1,up 1.0,Webb,Knehr,,2:56,D,36901,3.06,+, SD,Logan Webb (R),Reiss Knehr (R),W -219,O 8.5
161,Saturday Oct 2,SFG,L,2,3,10,106-55,1,up 1.0,Hill,Castro,Melancon,3:41,D,40760,0.78,-, SD,Kevin Gausman (R),Joe Musgrove (R),L -145,U 7.5
160,Friday Oct 1,SFG,W,3,0,,106-54,1,up 2.0,DeSclafani,Avila,Doval,2:50,N,33975,1.12,+++++++, SD,Anthony DeSclafani (R),Pedro Avila (R),W -192,U 9
159,Thursday Sep 30,SFG,W-wo,5,4,,105-54,1,up 2.0,Rogers,Mantiply,,3:28,N,27503,1.28,++++++, ARI,Scott Kazmir (L),Madison Bumgarner (L),W -222,O 8.5
158,Wednesday Sep 29,SFG,W,1,0,,104-54,1,up 2.0,Leone,Ramirez,Doval,2:52,N,23110,1.35,+++++, ARI,Alex Wood (L),Merrill Kelly (R),W -269,U 8
157,Tuesday Sep 28,SFG,W,6,4,,103-54,1,up 2.0,Alvarez,Poppen,Doval,3:42,N,28122,1.41,++++, ARI,Logan Webb (R),Luke Weaver (R),W -253,O 7.5
156,Sunday Sep 26,SFG,W,6,2,,102-54,1,up 2.0,Doval,Bard,,3:31,D,31043,1.38,+++, @ COL,Kevin Gausman (R),Antonio Senzatela (R),W -167,U 11.5
155,Saturday Sep 25,SFG,W,7,2,,101-54,1,up 2.0,Watson,Gray,,3:36,N,45063,1.96,++, @ COL,Anthony DeSclafani (R),Jon Gray (R),W -143,U 11.5
154,Friday Sep 24,SFG,W,7,2,,100-54,1,up 1.0,Castro,Goudeau,,3:06,N,41613,1.92,+, @ COL,Alex Wood (L),Peter Lambert (R),W -182,U 12.5
153,Thursday Sep 23,SFG,L-wo,6,7,10,99-54,1,up 1.0,Detwiler,Leone,,4:10,D,31049,1.33,-, @ SD,Logan Webb (R),Yu Darvish (R),L -112,O 7.5
152,Wednesday Sep 22,SFG,W,8,6,,99-53,1,up 2.0,Doval,Velasquez,,3:56,N,38189,1.7,++, @ SD,Scott Kazmir (L),Vince Velasquez (R),W 103,O 9.5
151,Tuesday Sep 21,SFG,W,6,5,,98-53,1,up 1.0,Watson,Melancon,Rogers,3:45,N,36439,1.69,+, @ SD,Kevin Gausman (R),Joe Musgrove (R),W 101,O 7.5
