game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
162,Sunday Sep 29,ARI,W-wo,1,0,,85-77,2,21,Crichton,Strahm,,2:46,D,45446,0,+++++, SD,Taijuan Walker (R),Michel Baez (R),W -122,U 9.5
161,Saturday Sep 28,ARI,W,6,5,,84-77,2,21,Sherfy,Bednar,Ginkel,3:05,N,46477,0,++++, SD,Robbie Ray (L),Garrett Richards (R),W -139,O 9
160,Friday Sep 27,ARI,W,6,3,,83-77,2,21,Scott,Perdomo,Bradley,3:03,N,32244,0,+++, SD,Taylor Clarke (R),Eric Lauer (L),W -130,P 9
159,Wednesday Sep 25,ARI,W,9,7,,82-77,2,20.5,Kelly,Fernandez,Bradley,3:52,D,21420,0,++, STL,Merrill Kelly (R),Michael Wacha (R),W -116,O 8.5
158,Tuesday Sep 24,ARI,W-wo,3,2,19,81-77,2,20.5,Ginkel,Brebbia,,6:53,N,26097,0,+, STL,Mike Leake (R),Jack Flaherty (R),W 179,U 8.5
157,Monday Sep 23,ARI,L,7,9,,80-77,2,20.5,Wainwright,Young,Martinez,3:29,N,24826,0.01,--, STL,Alex Young (L),Adam Wainwright (R),L 131,O 8.5
156,Sunday Sep 22,ARI,L-wo,4,6,10,80-76,2,20,Strahm,LÃ³pez,,3:42,D,31293,0.06,-, @ SD,Robbie Ray (L),Garrett Richards (R),L -118,O 8
155,Saturday Sep 21,ARI,W,4,2,,80-75,2,19,Clarke,Strahm,Bradley,3:12,N,30191,0.06,+++, @ SD,Luke Weaver (R),Cal Quantrill (R),W -133,U 8.5
154,Friday Sep 20,ARI,W,9,0,,79-75,2,20,Kelly,Lauer,,3:11,N,27023,0.05,++, @ SD,Merrill Kelly (R),Eric Lauer (L),W -106,O 8
153,Wednesday Sep 18,ARI,W,5,4,,78-75,2,20,Leake,Alcantara,Bradley,2:55,D,17731,0.02,+, MIA,Mike Leake (R),Sandy Alcantara (R),W -154,O 8.5
152,Tuesday Sep 17,ARI,L,6,12,,77-75,2,21,Smith,Andriese,,3:49,N,19745,0.08,-, MIA,Alex Young (L),Caleb Smith (L),L -174,O 9
151,Monday Sep 16,ARI,W,7,5,,77-74,2,20,Hirano,Guerrero,Ginkel,3:25,N,15897,0.07,+, MIA,Robbie Ray (L),Pablo Lopez (R),W -193,O 9
150,Sunday Sep 15,ARI,L,1,3,,76-74,2,20.5,Bauer,Gallen,Iglesias,2:55,D,25193,0.2,-, CIN,Zac Gallen (R),Trevor Bauer (R),L -161,U 8.5
149,Saturday Sep 14,ARI,W,1,0,,76-73,2,19.5,Kelly,DeSclafani,Bradley,2:15,N,35151,0.17,+, CIN,Merrill Kelly (R),Anthony DeSclafani (R),W -126,U 9
148,Friday Sep 13,ARI,L,3,4,,75-73,2,20.5,Castillo,Leake,Iglesias,2:48,N,35158,0.28,------, CIN,Mike Leake (R),Luis Castillo (R),L 104,U 8.5
147,Thursday Sep 12,ARI,L,1,11,,75-72,2,19.5,Stroman,Young,,3:25,D,21856,0.71,-----, @ NYM,Alex Young (L),Marcus Stroman (R),L 128,O 8
146,Wednesday Sep 11,ARI,L,0,9,,75-71,2,18.5,Matz,Ray,,3:06,N,21841,0.88,----, @ NYM,Robbie Ray (L),Steven Matz (L),L 112,P 9
145,Tuesday Sep 10,ARI,L,2,3,,75-70,2,18.5,Wheeler,Gallen,Wilson,3:02,N,20843,1.01,---, @ NYM,Zac Gallen (R),Zack Wheeler (R),L 108,U 7.5
144,Monday Sep 9,ARI,L,1,3,,75-69,2,17.5,deGrom,Kelly,Lugo,2:45,N,21337,1.23,--, @ NYM,Merrill Kelly (R),Jacob deGrom (R),L 207,U 7.5
143,Sunday Sep 8,ARI,L-wo,3,4,,75-68,2,17,Iglesias,LÃ³pez,,3:12,D,19717,1.31,-, @ CIN,Mike Leake (R),Anthony DeSclafani (R),L 113,U 9.5
142,Saturday Sep 7,ARI,W,2,0,,75-67,2,16,Young,Castillo,Sherfy,2:39,D,34804,1.1,+++++, @ CIN,Alex Young (L),Luis Castillo (R),W 135,U 8.5
141,Friday Sep 6,ARI,W,7,5,,74-67,2,17,Ginkel,Mahle,Bradley,4:10,N,19048,0.82,++++, @ CIN,Robbie Ray (L),Tyler Mahle (R),W -115,O 9
140,Wednesday Sep 4,ARI,W,4,1,,73-67,2,18,Gallen,Stammen,Bradley,2:55,N,18096,0.64,+++, SD,Zac Gallen (R),Chris Paddack (R),W -139,U 8
139,Tuesday Sep 3,ARI,W,2,1,,72-67,2,18,Kelly,Bolanos,Bradley,3:08,N,15402,0.64,++, SD,Merrill Kelly (R),Ronald Bolanos (R),W -143,U 9.5
138,Monday Sep 2,ARI,W,14,7,,71-67,2,18,Leake,Quantrill,,3:26,D,23477,0.57,+, SD,Mike Leake (R),Cal Quantrill (R),W -124,O 8.5
137,Sunday Sep 1,ARI,L,3,4,11,70-67,2,18,Sadler,Clarke,Baez,3:56,D,34439,0.7,-, LAD,Alex Young (L),Ross Stripling (R),L 150,U 9.5
136,Saturday Aug 31,ARI,W,6,5,,70-66,2,17,Ray,Kershaw,Bradley,3:11,N,50180,0.61,++++++, LAD,Robbie Ray (L),Clayton Kershaw (L),W 128,O 8.5
135,Friday Aug 30,ARI,W,5,4,,69-66,2,18,Bradley,Garcia,,3:41,N,34149,0.52,+++++, LAD,Zac Gallen (R),Tony Gonsolin (R),W 115,P 9
134,Thursday Aug 29,ARI,W,11,5,,68-66,2,19,Andriese,Ryu,,3:23,N,22581,0.44,++++, LAD,Merrill Kelly (R),Hyun Jin Ryu (L),W 180,O 9.5
